ID,Tag,Reputation,Answers,Username,Views
92884,j,18,2,26378,828
178742,c,1385,3,77907,9944
37992,j,76,6,88357,47034
437505,c,16811,5,136921,6739
118432,r,19204,2,96467,980
129203,p,394,4,87719,12982
73857,s,7458,13,54110,35629
464262,x,1536,4,43157,7928
273228,i,28,1,62556,7639
47087,j,34279,1,14942,3711
104932,j,1726,2,35660,50052
346195,c,37,1,77456,591
320143,c,2285,9,125519,30608
20882,c,200,2,125169,2808
403846,o,6081,4,142647,297
182026,h,708,1,125644,4440
140924,c,5598,41,100871,572138
65721,c,710,3,57944,12395
154041,p,106,7,101731,229889
390699,j,15244,4,107545,42112
254709,p,34279,5,14942,41632
368220,j,19,4,16427,310
420576,i,3300,1,135690,7594
127190,a,8254,16,101950,315048
450512,s,1538,3,96150,2897
290211,p,8819,7,73040,55702
100273,i,21,2,61841,837
308093,p,144,3,46913,3877
36165,j,3778,2,150426,6991
139583,s,4612,4,49472,7631
76607,x,4852,5,72498,18412
254076,j,2260,3,95619,5913
343552,i,850,3,136613,13109
201208,h,782,5,109464,37302
429407,a,2201,7,48914,36849
351260,a,83286,2,121351,354
161136,p,4404,5,149635,7575
178350,j,7676,4,111627,43664
403201,a,1110,4,126599,21164
195454,r,9566,1,145597,1037
341010,p,59089,19,141247,173190
416367,j,60,4,147845,9602
158242,c,228,2,106579,864
404024,p,15445,21,133102,197309
202482,c,2011,7,20770,58344
51281,c,3988,7,125395,1867
306828,o,377,4,99691,7779
59001,a,11229,10,38147,10810
337675,a,999,4,56810,868
414783,j,1622,5,24075,91248
220898,i,5320,2,99823,1597
142061,o,413,5,116625,24383
326059,c,22777,4,44181,109578
37923,j,5272,4,1171,23347
25091,i,1713,2,140310,2134
348600,j,549,1,85688,9714
310008,p,1764,3,153412,4218
214389,r,431,4,156121,33834
305404,c,2812,12,111750,4925
166748,c,3762,1,76350,3029
362524,i,5901,5,71617,4200
55443,a,367,7,28710,50335
245076,r,753,1,105245,4098
177712,i,93,3,961,9560
247468,c,422,7,69586,89220
258654,a,1218,2,70089,13824
91772,p,209,5,12198,16516
413512,c,0,1,169482,98
134136,i,2134,2,17136,890
434778,c,75,3,123909,2845
52557,p,381,2,87980,362
85580,s,2514,6,133182,421409
340779,p,28545,2,113766,10592
422847,j,93,3,116367,34304
213980,c,115,3,14112,12720
285423,c,874,4,108803,142391
396496,c,9148,5,117525,4520
6948,s,1031,5,150361,9044
20738,s,2417,3,30297,318
303,p,938,2,3087,3097
212575,c,52070,17,18139,33091
246117,j,27,1,94185,71
252237,c,1136,8,83265,119475
378328,j,1506,5,12575,7752
211915,p,5488,1,101713,5175
300517,r,20531,3,33662,589
8226,c,162,4,124370,25998
432421,c,28924,5,52954,25656
30977,j,1648,1,80545,1985
161306,c,3152,3,44122,23106
410348,j,35,2,159580,689
191128,c,1446,3,136071,7825
413703,j,141,5,167450,14409
238684,c,6756,10,78303,110039
256455,p,432,6,72785,30342
70102,a,15221,14,52347,26876
299267,j,103721,2,131722,5450
395751,a,934,7,39903,94206
462544,p,26938,5,93658,21404
327590,c,10552,4,48285,2710
138851,a,2260,2,82154,19063
62290,j,53,5,33737,39181
346206,i,4556,2,66089,9535
9861,c,1567,12,64467,42477
25590,p,0,2,110049,7878
301921,a,5993,2,65278,4998
386189,c,33,2,32987,107
454384,i,74,2,16915,8592
368080,i,1096,15,121384,45697
52961,j,2859,4,144157,2816
351647,o,8222,2,23067,2686
246269,j,39,1,62478,2530
371632,s,2680,16,6480,129462
92337,c,9194,8,130041,19614
225485,o,555,3,126708,11317
228583,p,872,4,2054,28384
360603,a,55532,1,105139,4079
351907,c,37965,3,10070,2932
413691,c,6708,4,101714,36711
378950,a,550,0,28607,47
423229,i,7594,4,21298,1293
384296,i,99,1,76058,684
111833,s,2185,2,123499,7351
363146,p,6020,7,3875,10047
241410,j,1178,9,29693,64989
70622,c,2039,1,107415,16078
313119,p,1147,2,3786,391
318119,c,132,3,40995,28156
17168,c,125,16,149438,70291
404772,c,1639,5,144670,85585
172887,i,1212,4,20334,38075
219781,a,11,1,11255,10220
122585,o,6820,2,86439,5873
25165,h,3775,3,19246,1000
289685,c,1,3,169191,7698
170439,i,2190,2,131278,4776
170320,c,138774,1,46205,3792
407994,i,3879,2,12648,7010
436923,s,1481,1,67990,2297
103772,p,1150,6,132113,3959
54488,j,13123,3,66986,27538
244815,c,5101,6,1407,18345
15652,r,2010,4,97030,1699
193144,j,691,8,48203,25354
373884,c,2133,2,2388,12914
323161,j,1632,2,145043,4168
386591,c,0,3,89838,7109
251261,h,3928,6,94495,29115
211144,a,19156,15,69537,25077
192742,c,635516,3,35169,6089
208808,j,1979,2,174717,5156
356744,j,767,1,94708,1676
130775,c,11784,3,56827,106905
327113,p,475,11,71623,25579
266167,s,434,1,12010,895
197472,p,156,3,119400,7752
436321,c,1373,4,7296,4838
362104,a,499,4,79327,7397
108816,r,466,3,131022,777
280520,j,72227,3,7409,809
186933,p,43,2,20499,578
291875,p,5514,1,49381,19380
201831,h,87,1,67058,512
67248,r,31,1,88473,3724
193026,r,2248,3,142617,65439
182412,i,1410,2,125607,20652
328859,p,7656,1,24768,19426
233607,i,16,3,24220,10225
418206,p,57024,4,88532,144
144743,j,86,4,162892,13245
156713,j,1582,1,67343,21363
41250,a,1213,1,52726,4916
237364,a,743,1,172607,1362
277625,a,384,5,87275,24542
141205,j,366,4,95965,56883
448158,c,15244,6,107545,118651
174212,j,1591,4,115746,3024
67821,h,399,2,2259,12579
182579,c,1647,3,141029,11624
364146,p,2162,5,150789,119230
279613,j,4149,4,38392,51472
396419,j,781,3,99795,3628
165485,a,506,32,109028,207760
64415,i,3929,3,141374,26946
226429,i,40752,6,62466,4419
20166,c,3613,4,105407,20354
29060,c,9,7,29730,140
6101,j,351,3,129202,75604
235805,p,25489,7,10855,127915
458448,x,14037,6,82170,61953
418183,p,310,0,100888,64
347647,h,13361,5,12074,172
111836,p,907,2,52883,1143
456898,i,51,4,7243,409
138177,c,47,1,154289,1733
448537,j,271619,15,59375,507789
14859,h,18,2,165653,250
355196,i,2085,4,49609,2665
403080,c,2771,5,29025,68087
188664,o,595,0,2294,726
302486,a,61,1,65628,14065
64723,s,2274,5,76506,127489
446694,x,160823,1,17285,756
136441,c,1543,3,145564,12289
396780,a,528,11,105005,126149
375169,c,23955,3,23299,518
261018,i,712,1,140614,3553
282830,c,48906,2,106225,1380
110353,a,795,6,90395,5504
159494,c,121,1,54118,2607
8605,c,1,2,60251,502
400771,c,2831,12,34808,8839
452408,h,26,5,26458,24770
170973,r,28,1,722,62
40482,p,470,5,125029,183170
7897,o,973,5,22251,9661
437857,p,458,4,136490,6840
277223,j,183,3,163305,33413
377343,j,5741,8,123364,17280
245177,a,20523,6,110500,42422
373394,c,1617,4,63632,45938
200510,h,1565,2,96618,108
41681,c,1987,1,82628,90
295232,i,2900,4,8574,1433
426946,a,51,5,131623,7163
288735,x,8274,5,38837,65321
22865,a,971,3,21627,609
42169,x,38,2,122267,1182
373258,c,18679,1,58360,886
381977,o,2260,3,95619,30437
315305,c,639,1,104948,7220
174012,c,389,2,9847,6560
418833,o,971,3,105725,17901
208228,c,120754,8,74850,32651
144624,c,6458,5,46607,30593
202246,c,3872,5,57266,32990
402920,x,760,1,89233,7226
36040,i,1407,17,127848,291598
325675,c,4778,9,111800,492060
1218,h,415,3,71768,89
113884,i,2180,4,30207,21132
134542,c,909,6,138179,4144
395032,j,13983,2,113328,3650
350402,j,1553,12,51975,162186
78601,p,2251,2,121193,4639
70625,o,91,3,61217,8202
453036,c,4048,3,72267,3354
446048,c,863,2,152219,1830
253575,h,47645,2,33549,2667
43462,i,6509,11,84817,15712
36057,i,1392,2,169926,19444
192977,i,757,1,131822,3381
314582,s,1308,7,143342,67044
196459,a,4702,14,135016,304623
53546,s,4709,17,72734,16959
471154,a,8881,4,102880,67838
3924,s,0,1,162774,164017
343357,c,33297,1,6979,737
233249,c,565,2,133509,1699
380651,c,1188,3,120063,32950
206134,p,1184,37,81240,485148
260638,c,3528,4,22127,6696
405368,a,965,4,59362,52525
61222,c,11,5,44511,53
277529,c,6542,1,20261,3621
346851,s,61,2,146744,633
470645,c,15376,5,9166,16998
78304,h,71,1,72827,317
336235,o,77,2,80060,6672
285771,p,487,6,141213,10540
391255,c,179,1,25604,9611
106984,c,955,2,174603,1142
54699,i,48,4,74149,9435
353528,h,1922,2,173476,245
337803,c,22398,10,12553,2068
369511,p,9774,7,58925,51606
87378,j,13176,9,172894,57819
113389,c,1399,4,9663,27855
403354,j,96,3,60976,6766
193951,j,868,1,103011,30127
381386,j,82,2,164298,8208
282822,p,1742,12,59362,3640
20860,s,11423,1,99374,1093
306826,c,398,2,8520,868
314261,p,6269,4,153147,3168
287895,s,19,0,69539,342
242670,c,11385,10,90928,24796
297003,p,4711,6,83066,32352
398327,j,967,1,134164,650
71366,a,323,8,135339,2614
285526,j,53,2,40698,35645
19278,a,160,6,66793,14529
238211,j,3051,1,134456,3856
412121,o,1339,1,17472,117
116532,s,32076,2,34091,568
187485,c,948,3,63931,66114
397570,c,1811,4,23644,10023
353612,j,3651,5,84149,9914
272619,a,1069,3,102914,226
14285,a,3125,2,90457,339
319102,c,66,3,37095,24106
467690,x,3300,1,19379,3566
309542,o,32013,4,152730,4766
68158,c,12,5,141145,19207
311904,h,32978,5,76778,104450
384171,c,1090,2,138883,9017
227248,j,220,3,169210,9035
95925,c,55,2,40771,27620
338150,j,11657,2,63496,20510
353405,j,21,2,107301,2684
190894,c,818,2,59274,13908
316710,p,95,5,112969,52348
162993,o,11,2,97190,481
31681,s,11657,16,63496,143368
148665,j,610,2,125526,13713
392492,p,171,3,139832,1151
461178,h,2173,1,143034,1780
148741,s,313,1,19659,5813
74223,a,155,2,157912,31378
223591,i,826,1,4106,168
273429,h,91920,1,25614,4817
69715,h,151,3,88387,49898
318505,i,12235,5,70305,7758
312085,i,1237,3,33625,3138
28236,x,1592,6,80900,28386
288664,s,69,6,42835,69883
304585,j,18,1,114239,3156
293234,j,2045,10,104901,66365
287362,r,77,3,139507,1141
364647,j,3260,2,48,17824
353388,o,1384,2,149223,4194
57230,c,323,5,80398,50155
225824,c,1200,5,46496,57689
296132,p,137,3,138104,7455
275248,s,1363,1,22664,4411
423541,a,32414,3,95855,61397
275801,r,2744,1,77971,1901
412554,j,11,1,111157,68
232708,j,67,2,2988,2360
3334,i,0,5,163772,6913
194657,a,389,3,37910,4340
254367,s,5115,3,133818,16790
12798,i,2433,2,76693,463
318180,c,905,1,81206,818
117206,j,47,1,56962,710
165571,j,1960,4,13428,17985
359192,s,22,1,122316,55
256841,p,10332,5,12788,41202
176048,p,15,2,174145,515
368504,h,65161,4,91033,3097
87981,p,428,10,143902,93227
406223,i,383,7,109705,8756
338754,i,349,4,87155,2908
46942,c,15617,8,51166,6939
193698,j,2581,9,9880,30716
64091,c,65450,13,21734,48367
408793,h,318,6,28437,82087
335133,h,386,3,7355,3859
372536,c,3470,3,43237,1639
394774,c,2496,4,132612,3277
205842,p,3861,6,125831,6915
375022,i,412,1,173930,1404
126872,p,8115,6,119004,50449
393046,p,5716,2,125467,1886
181887,r,9,1,75691,1477
168359,j,22494,3,78190,7622
212683,a,1308,3,106207,9884
287511,c,609,2,92116,88
48309,j,224,1,88215,1288
66760,i,552,7,3912,51540
34593,p,354,2,39679,51123
63452,o,6313,4,15529,203
27089,i,500,2,57961,8340
62138,s,28,2,75993,83
278284,i,621,5,123057,63999
276112,h,403,5,134127,15666
238611,j,48,1,145101,594
40944,c,2949,5,2121,89674
215207,p,311,6,140678,32230
315025,c,1035,4,95850,6971
426000,p,490,5,1751,203696
135658,j,517,6,154965,40640
96520,c,2393,1,14493,11059
234703,c,1358,4,71848,10640
133449,a,13519,3,90584,16990
196303,s,26,4,84721,27573
452054,i,346,2,16767,4439
181205,r,2294,1,70361,2716
314407,j,0,12,16708,61674
376742,j,40417,14,79329,441936
153653,h,3320,1,148649,56
180939,j,4035,3,32139,52182
258293,i,7489,5,133526,8670
184364,a,3267,7,12010,101147
454084,i,9374,2,92675,13628
36640,a,6283,17,93396,36842
38877,j,862,2,30889,936
46627,s,228,4,8613,14260
390894,j,98,1,136760,7119
435672,j,1792,9,118213,435299
154216,i,373,2,76568,20422
339156,i,11567,15,81865,107412
419475,i,28240,3,118259,3155
415398,p,1,2,161846,1087
376487,c,1872,3,118937,7407
115129,r,60731,3,95735,2223
109119,o,25012,5,50524,4773
191104,p,648,1,46730,806
67452,i,3479,5,25285,14184
341877,j,6491,3,158916,52546
318529,c,765,6,6129,68566
60349,s,14431,2,117134,444968
177314,c,27827,3,117459,3914
433806,a,91,3,90275,9042
55446,s,452,2,145251,1598
235843,o,143,3,7766,5370
72455,i,16,1,122921,2347
82892,h,46,5,164040,211
465582,h,143494,1,29982,486
424556,h,2013,2,99181,513
218322,c,122,3,147154,19711
134800,x,930,2,124711,324
369588,i,14247,5,123072,5829
277979,r,14,3,158823,8824
89354,h,14302,2,78559,2979
427408,h,128,1,23223,13901
433067,c,29,3,99347,91
450481,p,1,1,58566,84
134215,j,2246,3,57681,8195
43096,o,273,3,35990,2104
64421,r,5778,12,135580,244129
195975,i,216,1,135489,1624
190513,c,4347,2,102383,8491
223792,c,53057,11,20684,331610
82535,c,4266,3,171676,6553
25841,s,3015,2,145666,3408
211634,i,10550,1,50179,1456
455774,p,5247,1,149924,18239
264164,o,2766,3,62452,13286
163857,x,18,2,166291,3026
316634,a,6162,4,69072,67357
114387,c,2266,1,2309,212
239446,p,445,1,33765,3919
147965,c,363,2,101320,2027
9332,p,814,1,95183,183
325250,j,15,1,38727,1381
309131,h,1656,1,99066,23580
306700,c,5961,6,147550,28125
315594,o,1691,4,172058,3904
168570,j,374,7,59000,108983
201726,a,2911,4,92108,237088
356401,r,1271,1,71320,2574
351550,j,91541,13,19092,2115
64097,j,388,1,62267,68891
30286,s,1565,6,64231,507708
426090,j,7571,3,20785,6495
411496,j,4236,1,128635,6681
256429,p,131,1,138554,1120
20867,p,974,1,87665,2384
229794,c,1441,7,80889,28481
116636,p,16333,9,88370,34286
14510,c,10576,4,16134,20375
335127,c,3739,2,34152,90060
110445,j,259,3,126224,19640
396539,c,151,1,7115,2585
352043,h,992,3,54021,287
292223,i,33761,1,132018,1389
139017,p,906,7,117131,37157
291069,s,628,1,44804,4771
265380,x,13,0,167805,270
56626,i,62,2,35367,1534
80179,p,81,4,23020,77103
153877,h,30795,4,65635,4353
401685,h,1900,2,129179,2294
195564,j,9671,2,79638,20242
141679,a,11082,3,76024,14571
385527,a,3493,9,16205,33075
393368,c,6,2,35363,4443
227580,p,991,2,141050,35562
109672,c,8221,5,119665,47000
48240,c,6764,1,18857,2599
315906,i,280,4,122941,25747
303622,j,25881,3,1520,7389
258167,h,97,3,96286,20682
406724,c,39996,4,136586,27527
226477,i,11750,3,42281,6151
281714,c,1675,5,48989,105820
315724,i,33403,5,3273,21597
245862,c,116,3,32469,48621
254048,c,408,2,61261,82638
305196,r,8892,1,15876,227
240174,p,58,3,83066,7295
434642,a,1043,2,170544,2700
323774,c,59,1,14783,2627
8842,j,75,4,9061,1943
464461,p,760,4,80837,86852
287484,o,829,5,79417,6512
87057,j,2962,3,20192,3957
333083,s,935,5,173803,3627
34794,j,300,1,48395,4056
81672,j,238,2,161229,9328
469940,r,386,2,116734,3029
272759,c,19926,7,61700,1037
371476,p,127,4,67129,19034
278797,c,184,4,100978,36534
277681,a,150,2,142904,20588
94128,c,1733,2,109056,4212
359527,i,6735,8,84500,5771
264571,j,73,2,76985,13846
296009,j,35615,3,147282,24879
171703,a,6561,3,126419,33589
334983,i,1712,2,42663,27850
206795,c,382,0,174086,46
52477,j,371,3,40605,10902
241825,a,31694,3,67817,71341
328463,p,23580,7,76523,51952
174584,j,1802,5,35018,9628
60557,r,159,1,61401,8866
278089,i,8543,2,45130,4140
296409,c,2589,2,36188,7856
254178,j,341,1,93955,16525
77077,c,44702,2,33747,346984
224714,a,101,3,144368,6412
153686,r,5720,2,63167,2243
256570,i,2565,6,12330,9174
437148,j,5874,5,21953,109899
427738,j,12959,7,104700,23054
40022,i,20510,3,67049,9837
107631,i,168,3,8482,854
325863,p,4088,7,23840,22441
451377,p,39822,1,132874,6129
314200,a,3050,12,99630,47948
386698,x,2061,7,32127,16655
246132,r,387,2,88987,347
259427,j,139,1,118658,1980
190002,a,990,3,88397,20218
282861,s,570,2,79680,1733
424192,c,25199,6,61456,2710
132155,p,213,6,11921,4615
286257,c,105,2,48953,245
278684,p,753,1,11579,7245
311342,p,845,8,132914,57984
138000,i,4884,6,123516,7528
355996,i,187,3,47815,4545
469252,j,38658,8,28299,20383
353345,o,2162,5,5992,3726
196621,a,1378,2,137886,19351
423245,j,448,4,104285,107286
63872,h,1226,3,126801,7543
294455,a,779,8,93361,67522
228860,c,2572,5,38837,4646
57960,p,141730,3,173165,2508
176099,i,778,4,42468,1049
468429,p,1702,3,36196,15640
68119,c,358,1,26791,6851
5649,a,2129,7,138722,10480
256857,s,190,2,91503,13629
208292,j,45,4,126476,6316
151959,i,6104,5,101592,15422
392366,j,7182,2,52498,52840
154435,j,3724,2,68863,8766
78616,s,36,1,30700,16096
219285,p,100,0,96173,248
442276,j,105,3,77794,2123
140368,c,3,2,163389,627
58891,i,2249,2,15547,18336
307396,x,24705,1,152246,1330
269749,j,6,4,168425,3800
467208,j,815,5,62010,70591
21056,i,7352,3,59565,37295
136371,c,38,2,127086,1558
266296,p,428,1,20510,2638
162076,o,19593,3,30383,3165
401493,i,717,2,18210,11910
96380,j,523,6,143869,32004
428436,j,9540,8,70571,27502
400672,i,571,7,125972,21012
429120,j,194,5,162848,19992
42463,i,2289,4,95623,26344
443471,c,89791,8,9104,6958
74622,p,61,5,27108,7822
362063,i,1016,2,42468,3460
302928,c,278920,6,13171,20300
356437,c,1773,1,60473,14262
95187,p,45043,1,121016,322
202036,c,1473,2,84391,3688
252940,j,69366,3,101096,16167
170481,c,149,6,63090,7337
392675,c,394740,3,45692,2003
285947,p,681,2,75681,5199
172221,p,82,3,148084,5577
113523,c,2068,5,150876,56180
192335,x,11564,1,85842,31714
360569,h,869,2,104350,3060
89896,o,15980,5,62512,14334
50937,s,16272,6,59430,1248
123624,j,7875,11,88674,15753
5123,i,983,5,81840,9675
424057,o,38,2,98129,8644
324044,o,3229,10,33081,38804
392928,i,14158,6,110013,4012
309345,i,415,4,12445,733
29121,i,13255,2,35130,1986
212352,a,2161,14,115088,251791
158784,c,118,2,122640,6997
73490,p,1366,3,136229,8016
329530,c,103,3,86871,3914
198548,j,556,1,97386,1674
274898,j,43,2,171951,1284
201289,j,1760,4,124853,91489
268277,x,14445,1,46730,4992
280423,a,166,1,157962,89736
169164,h,180,12,133402,174201
389192,i,16,2,151337,11016
78399,j,852,1,108331,427
138022,c,39,2,26979,794
185155,j,3169,14,103253,475116
171093,c,334,2,76199,6337
84574,o,612,2,16402,7459
50394,i,4058,3,7125,2925
228260,c,533,1,163137,2285
343240,p,113925,7,113835,70923
284411,j,496,8,147128,23709
431434,c,403,8,50862,3127
143245,s,21344,4,104173,10782
158407,r,13525,2,101731,4496
83653,a,1942,2,57326,8275
28644,r,3897,1,72364,715
2247,j,139,6,74501,75095
222371,c,3059,9,172173,27982
200834,s,2367,0,39348,975
454496,s,26,3,121192,3510
54648,h,240,1,63944,277
306083,j,425,4,138691,8128
369116,c,5269,1,3721,3573
391156,j,23,1,106156,6903
49190,h,6,5,10175,411
458645,p,3372,6,97969,38521
9847,x,11108,3,80851,5249
242486,s,50,1,114988,16519
235704,o,450,2,82359,3207
25486,a,64,1,118187,1628
17718,c,3603,1,82467,13120
263684,h,8340,7,86353,28130
399640,c,1921,2,48474,17067
116267,a,725,2,122242,49313
427164,r,879,2,7814,73252
215145,p,3173,5,75009,10154
221293,s,16690,2,21525,2658
95064,p,6351,8,146001,15903
360505,p,11703,1,74173,24511
134390,h,236,6,124836,79485
284437,h,78,3,20261,20914
51092,j,39910,1,31443,2534
116068,j,26846,4,138239,31706
104873,j,21011,6,64306,25505
116114,x,58,2,94237,24411
70030,a,459,7,152660,24171
92228,j,607,2,152293,36221
167916,c,135,1,170489,10412
101329,j,1649,3,106699,4144
376906,o,1616,6,71594,102184
339710,j,629,3,142160,12774
134423,c,0,8,148606,225947
219048,a,20,5,64995,175
77743,j,43857,4,22330,60909
466198,p,1300,2,12385,16459
197855,c,507,2,170433,8752
228533,c,1,3,51511,1488
452706,i,359,5,74393,2384
139339,i,0,5,11370,5634
346911,j,973,28,86017,437427
271409,p,13,3,31024,72
361853,i,4512,7,105273,3352
384207,i,18,1,152722,8656
358016,p,185,4,10875,11630
341132,h,3093,4,41248,266
340407,i,36,1,72674,1985
14241,a,9455,3,3449,4883
383283,p,1528,2,33778,8642
407519,h,523,4,166494,30075
424520,p,4376,2,117516,6841
306678,j,200,1,12402,25530
251115,c,12900,2,150247,8310
257964,p,4488,7,174743,539615
282932,a,1256,2,23783,5322
249475,s,1,1,81451,267
157710,a,56,1,44312,3668
78235,i,2184,2,127983,7135
1804,o,536,1,10663,1688
57396,x,8495,3,114247,6077
80584,r,20,1,141391,3937
372352,c,13,2,59759,642
258601,j,2692,6,142382,129091
404694,j,26446,1,77163,2383
161599,i,95614,2,174774,2677
124402,a,2455,2,87895,12628
102077,p,197,3,58745,23024
239545,c,10076,1,131532,1824
17253,p,25771,3,112757,8029
116773,j,545,4,128304,21815
59034,c,11627,4,94132,14305
440671,x,0,3,147768,9547
191967,c,495,4,76070,54886
229162,s,2982,4,7941,7910
277459,p,135,1,2617,2860
299232,r,11867,3,15390,31000
120854,a,2441,1,174764,6740
197485,c,0,8,84627,23858
253990,i,5760,3,9606,1789
197191,c,2813,1,58915,1579
297481,i,223,3,29832,7409
85235,s,62193,1,77216,906
267748,j,1130,1,135286,1061
311345,a,43,1,155450,16628
207617,i,18746,15,108261,121472
432377,c,6331,7,7233,16070
280910,j,1289,10,16526,123538
45690,i,912,1,125770,3464
196166,j,30845,7,66138,283860
267175,h,2684,3,170148,1341
9703,p,587,2,117011,11149
392185,i,208,7,148590,8474
197985,c,202,1,132256,400
106891,j,389,5,61403,5091
217351,i,488,1,135458,2986
44726,s,52,2,168927,141
168766,h,9321,3,75767,1634
140853,j,5670,2,43800,88249
2496,s,11,1,164410,82
216135,a,920,3,105172,21103
364486,j,0,3,41953,41421
269832,a,124,3,132653,32889
8058,s,6168,2,10555,575
252977,j,1181,3,45158,11922
103213,a,862,1,151022,4410
463959,o,41,2,376,3724
169644,i,28,2,170788,3526
197450,p,1628,8,96192,20484
366466,s,26,4,101102,4733
259254,c,1938,3,73715,7876
7988,i,12044,7,19357,50509
209207,j,7329,2,103709,40557
85170,j,559,3,68535,6976
115973,a,1496,6,56469,69025
158322,j,834,3,156480,39557
303184,r,460,1,152426,3473
257164,p,0,6,170009,5267
372,c,578,12,73613,46610
322720,c,10717,13,129219,26994
121078,j,538,7,39229,96269
226525,c,149,2,14732,9300
144867,i,644,5,146575,14279
155440,i,3323,1,59338,5825
362457,c,451,1,23772,4004
375316,i,19890,1,147457,7337
372274,a,7,3,103008,13341
307569,i,212,6,80404,56187
15998,x,7598,4,129888,16904
267113,r,3821,1,18600,907
140172,r,2368,2,163295,528
39553,c,2784,3,85207,9895
53801,s,7487,2,171750,4149
331765,s,809,7,9076,1415
311203,j,16,3,6086,1540
199613,i,0,2,156906,9273
239009,a,1707,2,115579,13053
376409,c,157392,6,119203,19906
273427,c,2903,5,60609,149372
322060,x,1879,1,139436,14460
241129,j,3,1,84973,166
75188,h,0,5,159708,673
406477,j,455,3,110672,9638
164274,h,362,7,75160,69614
261134,s,248,2,84394,192
94115,j,4684,1,86032,2826
118095,a,12641,6,173508,80293
405669,h,191,5,151517,4321
367801,c,1600,3,98196,3390
228316,j,3378,2,138937,76127
10992,i,140,5,93544,19946
175936,c,6469,3,44598,71421
116670,i,1703,6,88169,11272
68841,o,557,19,41468,86615
316956,c,3729,1,34835,9320
103766,c,1599,2,15870,6163
28750,c,12672,4,65742,17866
428231,h,1460,3,126574,1070
253767,c,2107,3,56232,20392
246166,r,11,2,140115,426
470476,c,1676,7,42158,48858
174181,r,566,2,54326,318
254578,j,1361,1,94180,3469
463120,c,179,4,106599,35633
49805,s,4234,2,39443,3533
99347,s,273,4,6139,29400
123105,s,34686,1,38442,352
223045,j,181,3,58006,103083
56262,c,268001,4,53949,2142
162328,c,8722,4,130291,17836
235555,a,201,2,36519,31852
214464,j,31066,8,31290,56411
323008,s,1921,8,119347,38953
94497,j,40185,4,42699,843
378940,o,901,2,130632,1404
26480,a,29183,3,41889,6926
449221,j,4346,30,96863,197594
296384,c,14127,3,40878,43287
384213,i,13255,4,35130,11551
425859,j,3942,1,27552,1597
447516,h,3490,1,97521,5045
329935,c,1079,6,15908,2562
132710,j,89433,4,13600,807
445835,j,13349,5,93065,39859
397142,p,15196,2,117167,4939
205351,c,545,1,66505,3965
321311,c,36266,2,3434,2762
17728,i,591,1,13799,2838
294648,a,0,2,169571,10262
123106,h,535,5,66399,42541
217399,c,13684,4,132927,124171
211320,c,8,3,34261,191
204940,a,0,2,25244,7785
37616,a,467,1,152077,2582
197818,s,1927,4,104445,20249
84354,j,1,3,103017,10128
409923,j,24221,7,75823,13784
327012,i,617,1,60234,3138
328554,p,18945,6,23752,100527
419687,j,6263,6,174858,28213
132485,j,35032,10,71323,28895
379515,c,4855,5,99050,34898
448569,a,2588,6,86886,28194
307563,p,457,2,143324,860
232890,c,3180,3,52274,57891
80376,c,41,5,7296,4581
7894,p,8711,7,145947,21540
34389,o,163,4,84752,16711
269969,h,33,1,34698,2839
241330,c,3146,6,102700,112425
216705,c,57993,6,66099,2810
317284,i,3398,1,137343,3447
132826,p,9891,7,48003,52135
86219,c,35108,3,58762,19332
51340,j,131,2,128549,4100
114062,h,1526,2,6697,40473
103298,i,196,1,28156,3236
430637,r,13,1,134837,67
53918,o,729,4,128868,4196
459596,c,16,1,99991,8590
442045,j,2655,10,52834,30357
240284,a,3277,3,17198,18359
446509,j,6296,5,32545,76517
175747,c,39,1,102170,978
143672,j,597,2,55569,17295
382063,j,1429,2,62768,2482
367864,r,485,0,41047,560
95636,j,384,1,66876,36
408710,c,15209,7,3762,101324
14234,a,1230,2,38821,6776
201661,j,934,29,74316,160254
284592,p,5555,5,144401,22222
239757,j,144,5,42788,17731
427821,c,605,1,124449,10015
381839,i,155,2,56658,2281
205065,a,18240,4,81341,154081
418739,h,1116,4,40862,3280
397156,c,206,1,50331,4522
431758,j,5217,8,82685,57813
471095,a,1165,4,17878,44718
415652,c,163,1,117788,135
337441,j,4024,2,22340,8993
158899,p,5138,3,38931,1247
71480,h,408,2,4559,10202
398409,i,3543,3,116643,5305
363924,j,22519,2,57849,14747
76359,p,15423,1,129860,6813
453424,j,65995,1,96257,5034
173410,p,2689,2,155748,2007
303709,s,2135,4,31182,2795
71078,h,181,3,47689,12063
17651,s,781,2,38265,2558
293701,o,500,4,65978,21168
193674,c,166,4,51130,36603
174546,c,366,2,119537,14540
197735,a,1352,6,77411,5377
158895,o,2252,3,61484,3704
324086,j,683,8,130311,24802
391814,j,8077,23,97187,337564
172589,j,3800,1,79183,1708
454552,c,619,2,21838,21859
55193,j,1,1,106750,1506
45116,p,20500,1,80801,2725
362309,o,6639,1,16946,1225
389793,h,13,2,90698,1532
246177,j,17472,3,78139,10991
38042,j,504,16,89849,148173
64672,i,774,3,21363,3555
323585,j,600,4,115725,15818
18331,c,4989,10,24683,15486
252173,i,466,6,83158,98558
191078,c,18,5,152393,1592
431059,j,4432,2,131236,3882
281738,c,4576,2,19936,446
95117,i,304,2,14022,29133
21319,p,165,2,144493,24106
175066,j,835,4,66159,23098
